Short Frame	_ws.short
Bluetooth GATT Attribute Playing Orders Supported (UUID 0x2ba2)	btgatt.uuid0x2ba2
Bluetooth GATT Attribute Media State (UUID 0x2ba3)	btgatt.uuid0x2ba3
Bluetooth GATT Attribute Media Control Point (UUID 0x2ba4)	btgatt.uuid0x2ba4
Bluetooth GATT Attribute Media Control Point Opcodes Supported (UUID 0x2ba5)	btgatt.uuid0x2ba5
Bluetooth GATT Attribute Search Results Object ID (UUID 0x2ba6)	btgatt.uuid0x2ba6
Bluetooth GATT Attribute Search Control Point (UUID 0x2ba7)	btgatt.uuid0x2ba7
Bluetooth GATT Attribute Energy 32 (UUID 0x2ba8)	btgatt.uuid0x2ba8
Bluetooth GATT Attribute Media Player Icon Object Type (UUID 0x2ba9)	btgatt.uuid0x2ba9
Bluetooth GATT Attribute Track Segments Object Type (UUID 0x2baa)	btgatt.uuid0x2baa
Bluetooth GATT Attribute Track Object Type (UUID 0x2bab)	btgatt.uuid0x2bab
Bluetooth GATT Attribute Group Object Type (UUID 0x2bac)	btgatt.uuid0x2bac
Bluetooth GATT Attribute Constant Tone Extension Enable (UUID 0x2bad)	btgatt.uuid0x2bad
Bluetooth GATT Attribute Advertising Constant Tone Extension Minimum Length (UUID 0x2bae)	btgatt.uuid0x2bae
Bluetooth GATT Attribute Advertising Constant Tone Extension Minimum Transmit Count (UUID 0x2baf)	btgatt.uuid0x2baf
Bluetooth GATT Attribute Advertising Constant Tone Extension Transmit Duration (UUID 0x2bb0)	btgatt.uuid0x2bb0
Bluetooth GATT Attribute Advertising Constant Tone Extension Interval (UUID 0x2bb1)	btgatt.uuid0x2bb1
Bluetooth GATT Attribute Advertising Constant Tone Extension PHY (UUID 0x2bb2)	btgatt.uuid0x2bb2
Bluetooth GATT Attribute Bearer Provider Name (UUID 0x2bb3)	btgatt.uuid0x2bb3
Bluetooth GATT Attribute Bearer UCI (UUID 0x2bb4)	btgatt.uuid0x2bb4
Bluetooth GATT Attribute Bearer Technology (UUID 0x2bb5)	btgatt.uuid0x2bb5
Bluetooth GATT Attribute Bearer URI Schemes Supported List (UUID 0x2bb6)	btgatt.uuid0x2bb6
Bluetooth GATT Attribute Bearer Signal Strength (UUID 0x2bb7)	btgatt.uuid0x2bb7
Bluetooth GATT Attribute Bearer Signal Strength Reporting Interval (UUID 0x2bb8)	btgatt.uuid0x2bb8
Bluetooth GATT Attribute Bearer List Current Calls (UUID 0x2bb9)	btgatt.uuid0x2bb9
Bluetooth GATT Attribute Content Control ID (UUID 0x2bba)	btgatt.uuid0x2bba
Bluetooth GATT Attribute Status Flags (UUID 0x2bbb)	btgatt.uuid0x2bbb
Bluetooth GATT Attribute Incoming Call Target Bearer URI (UUID 0x2bbc)	btgatt.uuid0x2bbc
Bluetooth GATT Attribute Call State (UUID 0x2bbd)	btgatt.uuid0x2bbd
Bluetooth GATT Attribute Call Control Point (UUID 0x2bbe)	btgatt.uuid0x2bbe
Bluetooth GATT Attribute Call Control Point Optional Opcodes (UUID 0x2bbf)	btgatt.uuid0x2bbf
Bluetooth GATT Attribute Termination Reason (UUID 0x2bc0)	btgatt.uuid0x2bc0
Bluetooth GATT Attribute Incoming Call (UUID 0x2bc1)	btgatt.uuid0x2bc1
Bluetooth GATT Attribute Call Friendly Name (UUID 0x2bc2)	btgatt.uuid0x2bc2
Bluetooth GATT Attribute Mute (UUID 0x2bc3)	btgatt.uuid0x2bc3
Bluetooth GATT Attribute Sink ASE (UUID 0x2bc4)	btgatt.uuid0x2bc4
Bluetooth GATT Attribute Source ASE (UUID 0x2bc5)	btgatt.uuid0x2bc5
Bluetooth GATT Attribute ASE Control Point (UUID 0x2bc6)	btgatt.uuid0x2bc6
Bluetooth GATT Attribute Broadcast Audio Scan Control Point (UUID 0x2bc7)	btgatt.uuid0x2bc7
Bluetooth GATT Attribute Broadcast Receive State (UUID 0x2bc8)	btgatt.uuid0x2bc8
Bluetooth GATT Attribute Sink PAC (UUID 0x2bc9)	btgatt.uuid0x2bc9
Bluetooth GATT Attribute Sink Audio Locations (UUID 0x2bca)	btgatt.uuid0x2bca
Bluetooth GATT Attribute Source PAC (UUID 0x2bcb)	btgatt.uuid0x2bcb
Bluetooth GATT Attribute Source Audio Locations (UUID 0x2bcc)	btgatt.uuid0x2bcc
Bluetooth GATT Attribute Available Audio Contexts (UUID 0x2bcd)	btgatt.uuid0x2bcd
Bluetooth GATT Attribute Supported Audio Contexts (UUID 0x2bce)	btgatt.uuid0x2bce
Bluetooth GATT Attribute Ammonia Concentration (UUID 0x2bcf)	btgatt.uuid0x2bcf
Bluetooth GATT Attribute Carbon Monoxide Concentration (UUID 0x2bd0)	btgatt.uuid0x2bd0
Bluetooth GATT Attribute Methane Concentration (UUID 0x2bd1)	btgatt.uuid0x2bd1
Bluetooth GATT Attribute Nitrogen Dioxide Concentration (UUID 0x2bd2)	btgatt.uuid0x2bd2
Bluetooth GATT Attribute Non-Methane Volatile Organic Compounds Concentration (UUID 0x2bd3)	btgatt.uuid0x2bd3
Bluetooth GATT Attribute Ozone Concentration (UUID 0x2bd4)	btgatt.uuid0x2bd4
Bluetooth GATT Attribute Particulate Matter - PM1 Concentration (UUID 0x2bd5)	btgatt.uuid0x2bd5
Bluetooth GATT Attribute Particulate Matter - PM2.5 Concentration (UUID 0x2bd6)	btgatt.uuid0x2bd6
Bluetooth GATT Attribute Particulate Matter - PM10 Concentration (UUID 0x2bd7)	btgatt.uuid0x2bd7
Bluetooth GATT Attribute Sulfur Dioxide Concentration (UUID 0x2bd8)	btgatt.uuid0x2bd8
Bluetooth GATT Attribute Sulfur Hexafluoride Concentration (UUID 0x2bd9)	btgatt.uuid0x2bd9
Bluetooth GATT Attribute Hearing Aid Features (UUID 0x2bda)	btgatt.uuid0x2bda
Bluetooth GATT Attribute Hearing Aid Preset Control Point (UUID 0x2bdb)	btgatt.uuid0x2bdb
Bluetooth GATT Attribute Active Preset Index (UUID 0x2bdc)	btgatt.uuid0x2bdc
Bluetooth GATT Attribute Stored Health Observations (UUID 0x2bdd)	btgatt.uuid0x2bdd
Bluetooth GATT Attribute Fixed String 64 (UUID 0x2bde)	btgatt.uuid0x2bde
Bluetooth GATT Attribute High Temperature (UUID 0x2bdf)	btgatt.uuid0x2bdf
Bluetooth GATT Attribute High Voltage (UUID 0x2be0)	btgatt.uuid0x2be0
Bluetooth GATT Attribute Light Distribution (UUID 0x2be1)	btgatt.uuid0x2be1
Bluetooth GATT Attribute Light Output (UUID 0x2be2)	btgatt.uuid0x2be2
Bluetooth GATT Attribute Light Source Type (UUID 0x2be3)	btgatt.uuid0x2be3
Bluetooth GATT Attribute Noise (UUID 0x2be4)	btgatt.uuid0x2be4
Bluetooth GATT Attribute Relative Runtime in a Correlated Color Temperature Range (UUID 0x2be5)	btgatt.uuid0x2be5
Bluetooth GATT Attribute Time Second 32 (UUID 0x2be6)	btgatt.uuid0x2be6
Bluetooth GATT Attribute VOC Concentration (UUID 0x2be7)	btgatt.uuid0x2be7
Bluetooth GATT Attribute Voltage Frequency (UUID 0x2be8)	btgatt.uuid0x2be8
Bluetooth GATT Attribute Battery Critical Status (UUID 0x2be9)	btgatt.uuid0x2be9
Bluetooth GATT Attribute Battery Health Status (UUID 0x2bea)	btgatt.uuid0x2bea
Bluetooth GATT Attribute Battery Health Information (UUID 0x2beb)	btgatt.uuid0x2beb
Bluetooth GATT Attribute Battery Information (UUID 0x2bec)	btgatt.uuid0x2bec
Bluetooth GATT Attribute Battery Level Status (UUID 0x2bed)	btgatt.uuid0x2bed
Bluetooth GATT Attribute Battery Time Status (UUID 0x2bee)	btgatt.uuid0x2bee
Bluetooth GATT Attribute Estimated Service Date (UUID 0x2bef)	btgatt.uuid0x2bef
Bluetooth GATT Attribute Battery Energy Status (UUID 0x2bf0)	btgatt.uuid0x2bf0
Bluetooth GATT Attribute Observation Schedule Changed (UUID 0x2bf1)	btgatt.uuid0x2bf1
Bluetooth GATT Attribute Current Elapsed Time (UUID 0x2bf2)	btgatt.uuid0x2bf2
Bluetooth GATT Attribute Health Sensor Features (UUID 0x2bf3)	btgatt.uuid0x2bf3
Bluetooth GATT Attribute GHS Control Point (UUID 0x2bf4)	btgatt.uuid0x2bf4
Bluetooth GATT Attribute LE GATT Security Levels (UUID 0x2bf5)	btgatt.uuid0x2bf5
Bluetooth GATT Attribute ESL Address (UUID 0x2bf6)	btgatt.uuid0x2bf6
Bluetooth GATT Attribute AP Sync Key Material (UUID 0x2bf7)	btgatt.uuid0x2bf7
Bluetooth GATT Attribute ESL Response Key Material (UUID 0x2bf8)	btgatt.uuid0x2bf8
Bluetooth GATT Attribute ESL Current Absolute Time (UUID 0x2bf9)	btgatt.uuid0x2bf9
Bluetooth GATT Attribute ESL Display Information (UUID 0x2bfa)	btgatt.uuid0x2bfa
Bluetooth GATT Attribute ESL Image Information (UUID 0x2bfb)	btgatt.uuid0x2bfb
Bluetooth GATT Attribute ESL Sensor Information (UUID 0x2bfc)	btgatt.uuid0x2bfc
Bluetooth GATT Attribute ESL LED Information (UUID 0x2bfd)	btgatt.uuid0x2bfd
Bluetooth GATT Attribute ESL Control Point (UUID 0x2bfe)	btgatt.uuid0x2bfe
Bluetooth GATT Attribute UDI for Medical Devices (UUID 0x2bff)	btgatt.uuid0x2bff
Bluetooth GATT Attribute GMAP Role (UUID 0x2c00)	btgatt.uuid0x2c00
Bluetooth GATT Attribute UGG Features (UUID 0x2c01)	btgatt.uuid0x2c01
Bluetooth GATT Attribute UGT Features (UUID 0x2c02)	btgatt.uuid0x2c02
Bluetooth GATT Attribute BGS Features (UUID 0x2c03)	btgatt.uuid0x2c03
Bluetooth GATT Attribute BGR Features (UUID 0x2c04)	btgatt.uuid0x2c04
CBOR Item Decoder	_ws.wscbor
Expert Info	_ws.expert
Lua Dissection	_ws.lua
